400.00000000	406.24796494
402.00000000	414.31181147
404.00000000	407.72889573
406.00000000	390.96370123
408.00000000	377.05992976
410.00000000	374.30000460
412.00000000	378.74979416
414.00000000	378.09188735
416.00000000	378.01468108
418.00000000	384.73103555
420.00000000	392.56947133
422.00000000	397.73677997
424.00000000	399.08183040
426.00000000	396.62986967
428.00000000	390.20971448
430.00000000	379.39582852
432.00000000	367.05929861
434.00000000	359.64140322
436.00000000	367.46287858
438.00000000	377.22878849
440.00000000	363.27062974
442.00000000	357.36113257
444.00000000	376.27012995
446.00000000	379.13723129
448.00000000	370.44809895
450.00000000	375.41530689
452.00000000	375.16246039
454.00000000	365.62305081
456.00000000	368.37658360
458.00000000	377.24108003
460.00000000	380.38402229
462.00000000	381.43383729
464.00000000	376.02975133
466.00000000	358.63103646
468.00000000	354.22186584
470.00000000	371.10640690
472.00000000	382.77957145
474.00000000	381.66125141
476.00000000	374.65371826
478.00000000	375.79028560
480.00000000	381.45450789
482.00000000	376.40793036
484.00000000	379.89927723
486.00000000	396.86884096
488.00000000	391.91752779
490.00000000	378.20572010
492.00000000	385.16512253
494.00000000	390.32728652
496.00000000	380.47120695
498.00000000	366.86210393
500.00000000	377.95809122
502.00000000	415.76187483
504.00000000	423.67924328
506.00000000	404.30769367
508.00000000	396.19322753
510.00000000	402.41389820
512.00000000	408.43081730
514.00000000	394.18367830
516.00000000	379.30073249
518.00000000	385.90325952
520.00000000	404.90889058
522.00000000	414.15522902
524.00000000	396.69945310
526.00000000	381.14862343
528.00000000	381.45459708
530.00000000	381.75856995
532.00000000	385.76880012
534.00000000	397.84612182
536.00000000	403.96618103
538.00000000	404.45482600
540.00000000	406.05530941
542.00000000	391.11232330
544.00000000	370.94464954
546.00000000	391.41103416
548.00000000	422.76768873
550.00000000	422.96385613
552.00000000	399.99070102
554.00000000	382.83081719
556.00000000	394.00982778
558.00000000	390.78518583
560.00000000	367.75669228
562.00000000	375.64342201
564.00000000	394.60157602
566.00000000	395.83396529
568.00000000	396.64321768
570.00000000	398.28960828
572.00000000	391.72750647
574.00000000	386.88594879
576.00000000	388.63556395
578.00000000	392.64697625
